text,Class,clean_text
"""@AzzamAmeen මේ කියන බොරැවලට අපායෙ ඉස්සරාම සිට් ඵක සිරිසෙනට දෙන්න ඔන.""",Neutral,""" මේ කියන බොරැවලට අපායෙ ඉස්සරාම සිට් ඵක සිරිසෙනට දෙන්න ඔන."""
"""පසුපසට විසිකිරීම.(throwback)  නැවේදි ගත්තෙ. සෙට් එකම මාලිමාවට එකසැරේ උම්මා එකක් දෙන්න යද්දි පොටෝ එක ගත්තෙ. 😂😘 https://t.co/3ueJgiLd8o""",Neutral,"""පසුපසට විසිකිරීම.(throwback) නැවේදි ගත්තෙ. සෙට් එකම මාලිමාවට එකසැරේ උම්මා එකක් දෙන්න යද්දි පොටෝ එක ගත්තෙ."
"""@Gimalka @akhilasg @Sudu_Nona එන්න කිස් එකක් දෙන්න 😂""",Neutral,""" එන්න කිස් එකක් දෙන්න """
"""@pasiya14 පයින් දෙන්න ඕනෙ 😂😂""",Hatespeech,""" පයින් දෙන්න ඕනෙ """
"""රනිල්ට අගමැති කම දෙන්න නම් සිරසෙ යන මේ අදරයයි සහ ස්වප්නා ඉවර වෙන්න ඕනෙ කියලා සිරිසේන ලොක්කා කියන්නෙ""",Neutral,"""රනිල්ට අගමැති කම දෙන්න නම් සිරසෙ යන මේ අදරයයි සහ ස්වප්නා ඉවර වෙන්න ඕනෙ කියලා සිරිසේන ලොක්කා කියන්නෙ"""
"""වරදවා වටහා ගන්න එපා මං බොන්නේ නෑ, . . . . . ඒත් බොනවා දවසක නැති වෙන්නම.. . . ඒ දවස වැඩි ඈතක නෙමෙයි..""",Neutral,"""වරදවා වටහා ගන්න එපා මං බොන්නේ නෑ, . . . . . ඒත් බොනවා දවසක නැති වෙන්නම.. . . ඒ දවස වැඩි ඈතක නෙමෙයි.."""
"""@Annnuza උබට මොනවටද අයියේ අක්කට ඕනෙනේ දෙන්න 😊""",Neutral,""" උබට මොනවටද අයියේ අක්කට ඕනෙනේ දෙන්න """
"""රනිල් වික්‍රමසිංහ මහතා වෙත විශ්වාසය පල කිරීමේ යෝජනාව සඳහා පැවති ඡන්දයෙන් පක්ෂව ඡන්ද 117 ක් හිමිවෙයි. ජවිපෙ ඡන්දය දීමෙන් වළකියි. #Srilanka #lka #PoliticalCrisisLK #Parliamentlk https://t.co/5EF5Z21fv2""",Neutral,"""රනිල් වික්රමසිංහ මහතා වෙත විශ්වාසය පල කිරීමේ යෝජනාව සඳහා පැවති ඡන්දයෙන් පක්ෂව ඡන්ද 117 ක් හිමිවෙයි. ජවිපෙ ඡන්දය දීමෙන් වළකියි."
"""@hashikalpana @ChathuraAbeysi2 @daughterislife @dead_mans_creed @BasnayakageGopi @nwty_ck @She_is_Nu @Pavaniperera3 @dinu_nilmini @IndrajithLk ඔව් නංගී එහෙම වෙනවා.ඒ code  එක විනාඩියක් ඇතුලත වගේ දෙන්න ඔනේ. එහෙම නොවුනොත් අකවුන්ට් එකට ප්‍රශ්න ඇති වෙනවා...""",Neutral,""" ඔව් නංගී එහෙම වෙනවා.ඒ code එක විනාඩියක් ඇතුලත වගේ දෙන්න ඔනේ. එහෙම නොවුනොත් අකවුන්ට් එකට ප්රශ්න ඇති වෙනවා..."""
"""@Wind_Desika දන්න කෙනෙක්ක්ට මිසක් යන්තම් සන්තන් එවුන්ට දෙන්න එපා අත්දැකීමෙන් කියන්නෙකොරියන් එකක්නෙ මෙහෙ එවුන් කනව පුලුවන්නම් එහෙන් ඩිස්ප්ලේ එක ගෙන්න ගන්න බලන්න""",Neutral,""" දන්න කෙනෙක්ක්ට මිසක් යන්තම් සන්තන් එවුන්ට දෙන්න එපා අත්දැකීමෙන් කියන්නෙකොරියන් එකක්නෙ මෙහෙ එවුන් කනව පුලුවන්නම් එහෙන් ඩිස්ප්ලේ එක ගෙන්න ගන්න බලන්න"""
"""ගෙදර මිනිස්සු මේ පාර එද්දි ගෙනාපු chocolate ටික දැකලා hershey's ටික දැකලා ඇහුවා ඇයි මේවා ගෙනාවෙ, මේවා කන්න පුලුවන්ද අපරාදෙ සල්ලි අරක මේක. දැන් අනිත් chocolate ඔක්කොම ඉවරයි hershey's ටික විතරයි ඉතුරු. දැන් ඒවා කන ගමන් කියනව මේවත් ඉතින් ලොකු අව්ලක් නෑ කියලා 😂😂""",Neutral,"""ගෙදර මිනිස්සු මේ පාර එද්දි ගෙනාපු chocolate ටික දැකලා hershey's ටික දැකලා ඇහුවා ඇයි මේවා ගෙනාවෙ, මේවා කන්න පුලුවන්ද අපරාදෙ සල්ලි අරක මේක. දැන් අනිත් chocolate ඔක්කොම ඉවරයි hershey's ටික විතරයි ඉතුරු. දැන් ඒවා කන ගමන් කියනව මේවත් ඉතින් ලොකු අව්ලක් නෑ කියලා """
"""හිත අස්සෙන් හීන මවාගෙන අහිමි වීමකට බයේ කකියන හදවත කකාර කකාර වේදනා දෙන යාලුකම කියන ලේබලේ ගහපු  හිත් දෙකක දලුලන හිතකට හිතක් හොරෙන් ලුහු බදින දවසින් දවස නමක් හොයන නුපුරුදුම හීන කදු ගහන  අහිමි කර ගන්නට බැරුව ලත වෙන... https://t.co/2z36xvTY8G""",Neutral,"""හිත අස්සෙන් හීන මවාගෙන අහිමි වීමකට බයේ කකියන හදවත කකාර කකාර වේදනා දෙන යාලුකම කියන ලේබලේ ගහපු හිත් දෙකක දලුලන හිතකට හිතක් හොරෙන් ලුහු බදින දවසින් දවස නමක් හොයන නුපුරුදුම හීන කදු ගහන අහිමි කර ගන්නට බැරුව ලත වෙන..."
"""ඔට්ටුව මතක් වෙන ගානේ කොන්ඩේ පෙන්න පෙන්නා dp දානවා...😂😂 අපි බලමුකො..............ඉස්සරහට කවුද දිනන්නේ කියලා....ටිපිටිප් එකක් අරන් දෙන්න වෙනවා ඕන්.. https://t.co/wGC6R8N8g5""",Neutral,"""ඔට්ටුව මතක් වෙන ගානේ කොන්ඩේ පෙන්න පෙන්නා dp දානවා... අපි බලමුකො..............ඉස්සරහට කවුද දිනන්නේ කියලා....ටිපිටිප් එකක් අරන් දෙන්න වෙනවා ඕන්.."
"""ගමේ මේක තියෙනවා අරක තියෙනවා කියලා ආධාර ඉල්ලන් එපා යකෝ අපිත් බැංකුව ට ණය වෙලා අවේ.. එදා ගමේ අය යනකොට පරිස්සමට ගිහින් එන්නවත් කිව්වානම් කම්ක් නෑ බන්.. කතා නොකරපු අපිට දැන් කතා කරන්නත් එපා ඔයි. 😆""",Neutral,"""ගමේ මේක තියෙනවා අරක තියෙනවා කියලා ආධාර ඉල්ලන් එපා යකෝ අපිත් බැංකුව ට ණය වෙලා අවේ.. එදා ගමේ අය යනකොට පරිස්සමට ගිහින් එන්නවත් කිව්වානම් කම්ක් නෑ බන්.. කතා නොකරපු අපිට දැන් කතා කරන්නත් එපා ඔයි. """
"""හැමදාම වගේ අපේ සහෝදර PRUVE Comics ලා මේ පාරත් ශ්‍රී ලාංකීය ප්‍රේක්ෂකයට අලුත්ම අත්දැකීමක් ලබා දෙන්න ඔන්න මේ පාරත් සූදානම් වෙනවා, ඉතින් සුපුරුදු පරිදි අපි ඔවුන්ට සුභ පතන ගමන් මේ සීරීස් එක සම්බන්දයෙන් වැඩි විස්තර අපි ලගදිම ඕගොල්ලන්ට ගෙන එන්න බලාපොරොත්තු... https://t.co/uXbToNrAIb""",Neutral,"""හැමදාම වගේ අපේ සහෝදර PRUVE Comics ලා මේ පාරත් ශ්රී ලාංකීය ප්රේක්ෂකයට අලුත්ම අත්දැකීමක් ලබා දෙන්න ඔන්න මේ පාරත් සූදානම් වෙනවා, ඉතින් සුපුරුදු පරිදි අපි ඔවුන්ට සුභ පතන ගමන් මේ සීරීස් එක සම්බන්දයෙන් වැඩි විස්තර අපි ලගදිම ඕගොල්ලන්ට ගෙන එන්න බලාපොරොත්තු..."
